Var1_1,Var1_2,s
0.2684546,-1.27793,O=C(OC)C1=CC=CO1
0.2774286,-1.260911,O=C(OC)C=C1CCCC1
0.4413322,-1.213868,O=C(OC)C=CC1=CC=CC=C1
0.3879814,-1.179793,O=C(OC)CC1CCCC1CCCCC
0.5259172,-1.065176,O=C(OC)CCCCCCC/C=C\C/C=C\CCCCC
0.6523944,-1.283055,O=C(OC)CCCCCCC/C=C\CCCCCCCC
0.2294213,-1.312799,O=C(OC)OC1CCC/C=C\CC1
0.3886788,-1.344783,O=C(OC)OC1CCCCCCC1
0.3539951,-1.345257,O=C(OC1=CC=C(C)C=C1)C(C)C
0.8189089,-1.269936,O=C(OC1=CC=C(C)C=C1)C2=CC=CC=C2
0.4598649,-1.361451,O=C(OC1=CC=C(C)C=C1)CC2=CC=CC=C2
0.4197526,-1.050204,O=C(OCC(C)C)C1=CC=CC=C1
0.4638228,-1.065075,O=C(OCC(C)C)C=CC1=CC=CC=C1
0.2420675,-1.137922,O=C(OCC(C)C)CC1=CC=CC=C1
0.3320481,-1.272164,O=C(OCC)/C=C/C
0.6338602,-1.173832,O=C(OCC)C(O)CC(OCC)=O
0.2626503,-1.250422,O=C(OCC)C12C3CCC(C3)C1CCC2
0.6021435,-1.245522,O=C(OCC)C1=C(O)C=C(C)C=C1
0.2499833,-1.116318,O=C(OCC)C1=CC=C(OC)C=C1
0.2782042,-1.225944,O=C(OCC)C1=CC=CC=C1
0.2377004,-1.112052,O=C(OCC)C1=CC=CC=C1C(OCC)=O
0.2046546,-1.137922,O=C(OCC)C1=CC=CC=N1
0.388664,-1.338562,O=C(OCC)C1C(O1)C2=CC=CC=C2
0.3798119,-1.232168,O=C(OCC)C=CC1=CC=CC=C1
0.4319223,-1.139412,O=C(OCC)CC(OCC)=O
0.3451941,-1.246255,O=C(OCC)CC1=CC=CC=C1
0.9202972,-1.42121,O=C(OCC)CCCCCCC/C=C\C[C@H](O)CCCCCC
0.2877624,-1.362405,O=C(OCC)CCCCCCCCC=C
0.2700554,-1.315543,O=C(OCC)COC1CCCCC1
0.2329789,-1.118394,O=C(OCC/C=C\CC)C/C=C\CC
0.2970709,-1.378169,O=C(OCC/C=C\CC)C1=CC=CC=C1
0.2945606,-1.345481,O=C(OCC/C=C\CC)CCC
0.5452559,-1.123513,O=C(OCC1=CC=CC=C1)C2=CC=CC=C2
0.4172147,-1.369529,O=C(OCC1=CC=CC=C1)C=CC2=CC=CC=C2
0.5559666,-1.018117,O=C(OCC=C(C)C)C1=CC=CC=C1
0.3003348,-1.245468,O=C(OCC=C)CCC1CCCCC1
0.5600728,-1.159918,O=C(OCC=C)COC1=CC=CC=C1
0.4410924,-1.388918,O=C(OCC=CC1=CC=CC=C1)C=CC2=CC=CC=C2
0.2871346,-1.133627,O=C(OCCC(C)C)C1=CC=CC=C1
0.1558564,-1.309194,O=C(OCCC(C)C)CCCC
0.3084869,-1.409446,O=C(OCCC)CCC
0.4332352,-1.228181,O=C(OCCC1=CC=CC=C1)C2=CC=CC=C2
0.3019012,-1.232056,O=C(OCCC1=CC=CC=C1)CC
0.4344129,-1.20172,O=C(OCCC1=CC=CC=C1)CC2=CC=CC=C2
0.3319796,-1.216297,O=C(OCCC1=CC=CC=C1)CCC
0.3215113,-1.020444,O=C(OCCCC1=CC=CC=C1)/C=C/C2=CC=CC=C2
0.4347371,-1.217676,O=C(OCCCCC)C1=CC=CC=C1
0.3005335,-1.447014,O=C(OCCCCC)CCCC
0.4578411,-1.216056,O=C(OCCCCCC)C1=CC=CC=C1
0.2811943,-1.373582,O=C(OCCCCCCC)CCCCCCCCC=C
0.4677616,-1.130937,O=C(OCCO1)CCCCCCCCCCC1=O
0.500307,-1.125153,O=C(OCCO1)CCCCCCCCCCCC1=O
0.4426845,-1.289193,O=C(O[C@@H]1C[C@H]2C(C)(C)[C@]1(C)CC2)C
0.1620866,-1.185073,O=C([C@H]1CC[C@H](C(OCC)=O)CC1)OCC
0.4883921,-1.237808,O=C/C(CCCCC)=C/C1=CC=CC=C1
0.5880589,-1.167448,O=C/C=C/C1=CC=CC=C1
0.1817424,-1.231184,O=C1C(C(C)CC)CCCC1
0.2845215,-1.292279,O=C1C(C/C=C\CC)C(CC(OC)=O)CC1
0.1314296,-1.153326,O=C1C(CCCC2(C)C)C32CCC1C3
0.3763113,-1.14445,O=C1C(CCCCC)C(CC(OCC)=O)CC1
0.4925394,-1.369582,O=C1C(C[C@@H](C)[C@@H]2CCC(C)=CC2)CCC1
0.1621665,-1.294553,O=C1C(O)=C(CC)OC1C
0.5838183,-1.484427,O=C1C2(CC3)C(CC1)C(C)C(C)(C)C3C2
0.4864978,-1.21837,O=C1C2=C(CC1)C=CC=C2
0.4549783,-1.226261,O=C1C2=CC=CC=C2C(CCCC)O1
0.197966,-1.279152,O=C1C=C(C)CC(CCC)C1
0.4906369,-1.121759,O=C1C=CC2=C(C=C(OC=C3)C3=C2OC)O1
0.1807778,-1.258314,O=C1C=COC(C)=C1O
0.1734324,-1.264888,O=C1C=COC(CC)=C1O
0.4212345,-0.8318974,O=C1CC(C)(C)C(C(C)=O)C(C)(C)C1
0.3686402,-1.3506,O=C1CC(C)C/C=C\CCCCCCCC1
0.2353489,-1.336706,O=C1CC(C)CC(C)=C1
0.382538,-1.399228,O=C1CC2C(C)(C)C1(C)CC2
0.287971,-1.268517,O=C1CCC(C)O1
0.2925264,-1.269273,O=C1CCC(CC)O1
0.2402301,-1.262168,O=C1CCC(CC/C=C\CC)O1
0.3222186,-1.267598,O=C1CCC(CCC)O1
0.3519112,-1.265924,O=C1CCC(CCCC)O1
0.381603,-1.264249,O=C1CCC(CCCCC)O1
0.4112955,-1.262575,O=C1CCC(CCCCCC)O1
0.2520777,-1.234642,O=C1CCC(CCCCCCC)CO1
0.440988,-1.2609,O=C1CCC(CCCCCCC)O1
0.4706798,-1.259227,O=C1CCC(CCCCCCCC)O1
0.4447365,-1.176096,O=C1CCC2(CCC(C)CC2)O1
0.4166975,-1.138542,O=C1CCC2(O1)CCCCC2
0.4220607,-1.227149,O=C1CCC2=C(O1)C=CC=C2
0.4575408,-1.219302,O=C1CCC2C(O1)CCCC2
0.377689,-1.129611,O=C1CCC=C1CCCCC
0.3997572,-1.118651,O=C1CCC=C1CCCCCC
0.5716869,-1.278898,O=C1CCCC(C(C)(C)C2C)=C1C2(C)C
0.2477366,-1.26412,O=C1CCCC(C/C=C\CC)O1
0.3887136,-1.178736,O=C1CCCC(CC/C=C/C)O1
0.3519112,-1.265924,O=C1CCCC(CCC)O1
0.381603,-1.264249,O=C1CCCC(CCCC)O1
0.4112959,-1.262575,O=C1CCCC(CCCCC)O1
0.4409879,-1.2609,O=C1CCCC(CCCCCC)O1
0.47068,-1.259227,O=C1CCCC(CCCCCCC)O1
0.3646671,-1.151726,O=C1CCCC1CC=C(C)CCC=C(C)C
0.3507059,-1.112277,O=C1CCCC1CCCCC
0.3631902,-1.072577,O=C1CCCC1CCCCCCC
0.4755298,-1.218705,O=C1CCCC2C1C3CC2C=C3
0.3129469,-1.284996,O=C1CCCCC1
0.2828079,-1.314418,O=C1CCCCC1C2=CCCCC2
0.3910201,-1.346085,O=C1CCCCCCC/C=C\CCCCCC1
0.326276,-1.319359,O=C1CCCCCCC/C=C\CCCCCCO1
0.46266,-1.301329,O=C1CCCCCCCC/C=C/CC(C)C1
0.3067396,-1.224435,O=C1CCCCCCCC=CCC(C)CCO1
0.5808603,-1.212837,O=C1CCCCCCCC=CCCCCCCC1
0.372319,-1.339791,O=C1CCCCCCCCCC/C=C\CC1
0.3747001,-1.217938,O=C1CCCCCCCCCC=CCCCO1
0.5531484,-1.219379,O=C1CCCCCCCCCCC=CCCC1
0.3847813,-1.135741,O=C1CCCCCCCCCCCCCC1
0.3927626,-1.119156,O=C1CCCCCCCCCCCCCCC1
0.2126967,-1.188252,O=C1CCCCCCCCCCCCCCCO1
0.2187698,-1.19453,O=C1CCCCCCCCCCCCCCO1
0.2369896,-1.213366,O=C1CCCCCCCCCCCO1
0.2855762,-1.263597,O=C1CCCO1
0.2340831,-1.217909,O=C1CCOC1C
0.5676071,-1.415219,O=C1C[C@@H](C)[C@](C)(C2)C(CCC2=C(C)C)=C1
0.5549468,-1.416015,O=C1C[C@@H](C)[C@](C)(C[C@H](C(C)=C)CC2)C2=C1
0.3336698,-1.152755,O=C1C[C@@]([C@@H]2C[C@H]3CC2)([H])[C@@]3([H])CC1C
0.3126013,-1.455881,O=C1C[C@H](C)CCC1=C(C)C
0.6195351,-1.475579,O=C1OC2=CC=CC=C2C=C1
0.1817891,-1.299141,O=C1OCC(CCC)CC1
0.2265458,-1.262915,O=C1OCCCCCOCCCCCCCCC1
0.5815838,-1.159997,O=C1[C@@H](CCCCC)[C@H](CC(OC)=O)CC1
0.3959803,-1.328986,O=CC(C)(C=C)CC=C(C)C
0.4551953,-1.26718,O=CC(C)CCC1=CC=CC=C1
0.4171244,-1.45794,O=CC(CC)CCCC
0.4361382,-1.198981,O=CC(CCCC)=CC1=CC=CC=C1
0.493238,-1.178537,O=CC(CCCCCC)=CC1=CC=CC=C1
0.3296677,-1.327483,O=CC/C=C\CC
0.4368251,-1.233715,O=CC1=C(O)C=CC=C1
0.2376642,-0.9800434,O=CC1=CC(OC)=C(OC(C(C)C)=O)C=C1
0.392796,-1.273917,O=CC1=CC=C(CC)C=C1
0.1751802,-1.219871,O=CC1=CC=C(OC)C(OC)=C1
0.3376632,-1.184301,O=CC1=CC=C(OCO2)C2=C1
0.3486411,-1.333794,O=CC1=CC=CC=C1
0.2383104,-1.274735,O=CC1=CC=CO1
0.4672059,-1.377994,O=CC1=CCC2C(C)(C)C1C2
0.2637377,-1.230321,O=CC1CC(CCCC(C)(C)O)=CCC1
0.5176984,-1.244668,O=CC1CC2C3CCC(C2C1)C3
0.3921073,-1.227368,O=CCC1=CC=CC=C1
0.4576082,-1.234822,O=CCCC1=CC(CCC2(C)C)=C2C=C1
0.420496,-1.224729,O=CCCC1=CC=CC=C1
0.3615781,-1.333053,O=CCCC1=CCC(C)(C)CC1
0.4224071,-1.27482,O=CCCC=C1CC2CC1C3C2CCC3
0.4479884,-1.445328,O=CCCCCC
0.5795817,-1.402019,O=CCCCCCCCCC
0.3753625,-1.212283,O=CCOC1=CC=C(C)C=C1
0.376794,-1.156977,O=CCOC1=CC=CC=C1
0.2680039,-1.218292,O=COC1CCC2C(CCCC2)C1
0.08878106,-1.284743,O=COC1CCCCCCCCCCC1
0.3007356,-1.407286,O=COCC
0.3077778,-1.275814,O=COCC/C=C\CC
0.3762669,-1.250084,O=COCC1=CC=C(OC)C=C1
0.3119321,-1.231436,O=COCC1=CC=CC=C1
0.2905418,-1.423408,O=COCCC(C)C
0.3395981,-1.169695,O=COCCC1=CC=CC=C1
0.1704043,-1.459666,O=COCCCCCC
0.4580461,-1.072597,O=C[C@@H]1CC(C)=CC[C@H]1C
0.3666594,-1.249629,OC(/C=C/C1=CC=CC=C1)=O
0.3832439,-1.394996,OC(C(C1C)=O)=C(CC1)C(C)C
0.4521656,-1.107133,OC(C(OCC)=O)C(O)C(OCC)=O
0.43594,-1.530824,OC(C)C
0.2722126,-1.458371,OC(C)C(C)=O
0.3997027,-1.340631,OC(C)CC(OCC)=O
0.2782993,-1.519538,OC(C)CCC=C(C)C
0.1488958,-0.7629651,OC(C)COC(C)COC(C)COC
0.3135807,-1.419489,OC(C=CC(CCC(C)=O)=C1)=C1OC
0.09562876,-1.37586,OC(C=CC=C1)=C1C(OCC/C=C\CC)=O
0.2992953,-1.072922,OC(C=CC=C1)=C1C(OCCC2=CC=CC=C2)=O
0.1443885,-1.238926,OC(C=CC=C1)=C1OC
-0.06266387,-1.15913,OC(CC(CC(O)=O)(O)C(O)=O)=O
0.4728152,-1.354573,OC(CC(CC)=O)CC(CCC=C(C)C)C
0.2402618,-1.369339,OC(CC)C1CCCC/C=C\C1
0.354833,-1.486293,OC(CC)CCC
0.3970965,-1.338763,OC(CC1)CCC1CCC(C)C
0.2980345,-1.380255,OC(CCC)=O
0.3465267,-1.283175,OC(CCC)CC1=CC=CC=C1
0.3257668,-1.30209,OC(CCCCC)CCCC(OCC)=O
0.4441726,-1.265983,OC(CCCCCCCCC=C)=O
0.2570907,-1.325969,OC(CO)CO
0.0795298,-1.235838,OC(COCC)C1=CC=CC=C1
0.4556187,-1.223489,OC/C=C/C1=CC=CC=C1
0.1701583,-1.056733,OC/C=C/CC/C=C\CC
0.2760192,-1.308229,OC1(C)CCCC(CC(C)C)C1
0.1700517,-1.490448,OC1(CCC2)C3C(CCC2(C)C1)C(C)(C)C3
0.3290497,-1.200214,OC1(CCCC2)[C@@]2(C)CCC[C@@H]1C
0.3585127,-0.9998071,OC1=C(C(=O)OC(CC(=C)C)C)C=CC=C1
0.393184,-1.222013,OC1=C(C(C)=O)C=CC=C1
0.4231358,-1.212126,OC1=C(C(OCCCCC)=O)C=CC=C1
0.2555086,-1.326774,OC1=C(C)C(O)=C(C(OC)=O)C(C)=C1
0.3846901,-1.296108,OC1=C(C)C=CC=C1
0.2562618,-1.226073,OC1=C(C)OC(C)C1=O
0.3938966,-1.325691,OC1=C(C=C(C)C=C1)OC
0.4136063,-1.394223,OC1=C(C=CC=C1)C(C)C
0.3495434,-1.21858,OC1=C(OC)C=C(C(OC)=O)C=C1
0.3925596,-1.259802,OC1=C(OC)C=C(CC(C)=O)C=C1
0.4065768,-1.28725,OC1=C(OC)C=C(CC=C)C=C1OC
0.3373857,-1.329534,OC1=C(OC)C=CC=C1OC
0.2733757,-1.289295,OC1=C(OCC)C=C(C)C=C1
0.3027914,-1.27202,OC1=CC(/C=C/C)=CC=C1OCC
0.4416889,-1.368284,OC1=CC(C)=CC(O)=C1
0.3051657,-1.295642,OC1=CC(CCC)=CC=C1
0.3116519,-1.34351,OC1=CC(OC)=CC(C)=C1
0.59045,-1.409826,OC1=CC2=CC=CC=C2C=C1
0.393184,-1.222013,OC1=CC=C(C(C)=O)C=C1
0.3371275,-1.315848,OC1=CC=C(C(C)=O)C=C1OC
0.4565934,-1.245228,OC1=CC=C(C=O)C=C1
0.4048607,-1.241589,OC1=CC=C(CCC(C)=O)C=C1
0.4339893,-1.218813,OC1=CC=C2C(CCC2)=C1
0.3387765,-1.366026,OC1=CC=CC=C1
0.381483,-1.399707,OC1=CC=CC=C1C(C)(C)C
0.4887843,-1.337964,OC1=CC=CC=C1C(OC)=O
0.4424662,-1.219286,OC1=CC=CC=C1C(OC2CCCCC2)=O
0.4062469,-1.21341,OC1=CC=CC=C1C(OCC(C)C)=O
0.68812,-1.306924,OC1=CC=CC=C1C(OCC2=CC=CC=C2)=O
0.4484565,-1.283625,OC1=CC=CC=C1C(OCCCCCC)=O
0.2595399,-1.342714,OC1C(C)(C)COC1=O
0.3925802,-1.293193,OC1C(CCCCC)CCC1
0.2045998,-1.512257,OC1C2(C)CC(C1)C3CC(C)=CC23
0.2058672,-1.204456,OC1CCC(C(C)C)CC1
0.3474043,-1.252519,OC1CCC2C(CCCC2)C1
0.375771,-1.314083,OC1CCCCC1
0.06076949,-1.216859,OC1CCCCC1C(CC2C3(C)C)C3(CC2)C
0.2273686,-1.25557,OC=1C(CC(C1C)(C)C)=O
0.299056,-1.277642,OCC(C)OC(CO)C
0.377059,-1.211996,OCC(OC)C1=CC=CC=C1
0.2130397,-1.296068,OCC1=CC=C2OCOC2=C1
0.2368456,-1.321084,OCC1=CC=CC=C1
0.3420002,-1.426698,OCCC(O)C
0.4033973,-1.27532,OCCC1=CC=C(O)C=C1
0.2766622,-1.248282,OCCC1=CC=CC=C1
0.4610833,-1.328095,OCCC1CCCCC1
0.2918703,-1.250961,OCCCC1=CC=CC=C1
0.1666498,-1.354458,OCCN(CCO)CCO
0.2123997,-1.181191,OCCOC1=CC=CC=C1
0.2926989,-1.392636,OCCOCCO
0.04538441,-1.339191,OC[C@@H](CC[C@H]1C2)[C@H]2C1(C)C
0.4635358,-1.319788,OC[C@H](CC1)C(C(C)(C)[C@@H]2C3)(C4C2)[C@@]34C1(C)C
0.04276161,-1.332999,OC[C@H](CC[C@H]1C2)[C@H]2C1(C)C
0.4141254,-1.199119,ON=CCC1=CC=CC=C1
0.08146348,-1.202329,O[C@@](CC[C@]1([H])C(C)(C)CC2)(C)C[C@@]31[C@H]2O3
0.6037123,-1.122097,O[C@@]1([C@@H](C(C)C)CC2)[C@@]2(C)CC=C(C)CC1
0.251536,-0.9807796,O[C@H]1CO[C@@H](OC1)CC2=CC=CC=C2
0.2692617,-1.106396,O[C@H]1CO[C@H](CCCCCC)OC1
0.2286312,-1.211885,O[C@H]1C[C@H]2CC[C@]1(C)C2(C)C
0.2836907,-1.284271,SC(C)(C)CC(C)=O
0.2001554,-1.217547,SCC1=CC=CO1
0.2049304,-1.261307,[H][C@@](C(C)(C)[C@@H]1C2)(CC[C@H]3C)[C@]23CCC1=C
0.4352375,-1.386706,[H][C@@](CC1)(C(C2(C)C)=C)[C@]3(CC[C@@H]2C3)C1=O
0.110311,-1.390858,[H][C@@]([C@H]1[C@@H]2C1(C)C)([C@](O)(C)CC3)[C@]3([H])C(CC2)=C
-0.3662088,-1.22852,[H][C@@]([C@]1([H])[C@H](C2(C)C)[C@H]2CC3)(CC[C@H]1C)[C@]3(O)C
0.6355376,-1.123045,[H][C@@]1(C(C2(C)C)=C)[C@]3(CC[C@@H]2C3)[C@@H](C=O)CC1
0.5349157,-1.158588,[H][C@@]1(C(C2(C)C)=C)[C@]3(CC[C@@H]2C3)[C@@H](CO)CC1
0.5211818,-1.272853,[H][C@@]1(C(C2(C)C)=C)[C@]3(CC[C@@H]2C3)[C@H](C=O)CC1
0.4439155,-1.287314,[H][C@@]1(C2)[C@@]3(C(C)=CC[C@H]2C3(C)C)CC[C@@H]1C
0.5213681,-1.163358,[H][C@@]1(CC2)C[C@@H](C3)C(C)(C)[C@@H]3C1=CC2=O
0.2594594,-0.8807759,[H][C@@]1(CCC2)[C@@H]3C[C@@H](COC(C)=O)[C@H]([C@@]12[H])C3
0.06979991,-0.8243216,[H][C@@]1(CCC2)[C@@H]3C[C@@H](COC=O)[C@H]([C@@]12[H])C3
0.5480124,-1.241503,[H][C@@]1(CC[C@H]2C)[C@@]2(C3)CC=C(C)[C@@H]3C1(C)C
0.4866347,-1.139144,[H][C@@]1([C@H](C)C2(C)C)[C@]3(CC[C@@H]2C3)[C@@H](C=O)CC1
0.4130834,-1.199703,[H][C@@]1([C@H](C)C2(C)C)[C@]3(CC[C@@H]2C3)[C@H](C=O)CC1
0.1621743,-1.369775,[H][C@@]1([C@H](C)CC2)C([C@H]3[C@@H]2C3(C)C)=C(C)CC1
0.1006835,-1.234498,[H][C@@]1([C@H](C)CC2)[C@@]3([C@H](C)CC1)C[C@@H]2C(C)(C)O3
0.3102882,-1.343187,[H][C@@]12C(CC[C@H]2C)=C(C)CC[C@@H]3[C@H]1C3(C)C
0.3018282,-1.102846,[H][C@]1(C(C)(C)CCC2)[C@@]2(C)[C@@H](CC[C@@]3(C)O4)[C@]4(CO3)CC1
0.2789992,-1.287925,[H][C@]1(C2(C)C)[C@]3(CC[C@@](C)(OC(C)=O)[C@@H]2C3)[C@H](C)CC1
0.2444859,-1.077887,[H][C@]1(C2(C)C)[C@]3(C[C@H](O4)[C@@]4(C)[C@@H]2C3)[C@H](C)CC1
-0.3233821,-1.078373,[H][C@]1(C2=C)[C@](CC2)([H])[C@@]3(C)[C@@]1([C@H](C(C)C)CC3)[H]
0.3200419,-1.345363,[H][C@]1(CC2(C)C)[C@@]2([H])CC/C(C)=C/CCC1=C
0.2512759,-1.426543,[H][C@]1(CC2(C)C)[C@@]2([H])CC[C@@]3(C)C[C@]1(OC(C)=O)CCC3
0.1845904,-1.355138,[H][C@]1(CC2(C)C)[C@@]2([H])CC[C@](O3)(C)[C@@]3([H])CCC1=C
0.4413582,-1.167848,[H][C@]1(CC[C@H]2C)C2=C[C@H](C(C)=C)CC[C@H]1C
0.09924057,-0.8413717,[H][C@]1([C@@H]2C[C@H]3C[C@H]2O)CC=C[C@@]31[H]
0.1005463,-1.152045,[H][C@]1([C@](C)(O)CC[C@@H](C(C)=C)C2)[C@]2([H])[C@@H](C)CC1
0.3770694,-1.123102,[H][C@]12C(CC[C@@H]2C)=C(C)CC[C@@H](C(C)(O)C)C1
0.005337955,-0.9059218,[No]1[No][No]1
0.005884619,-1.237408,[O-][N+](CCC1=CC=CC=C1)=O
0.3523365,-1.413434,null
